id,source,start_t,end_t,p_ratio
9255,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,416.0,417.0,0.0
9256,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,417.0,418.0,0.0
9257,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,418.0,419.0,0.0
9258,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,419.0,420.0,0.0
9259,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,420.0,421.0,0.0
9260,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,421.0,422.0,0.0
9261,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,422.0,423.0,0.0
9262,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,423.0,424.0,0.0
9263,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,424.0,425.0,0.0
9264,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,425.0,426.0,0.0
9265,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,426.0,427.0,0.0
9266,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,427.0,428.0,0.0
9267,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,428.0,429.0,0.0
9268,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,429.0,430.0,0.0
9269,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,430.0,431.0,0.0
9270,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,431.0,432.0,0.0
9271,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,432.0,433.0,0.52
9272,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,433.0,434.0,1.0
9273,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,434.0,435.0,1.0
9274,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,435.0,436.0,1.0
9275,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,436.0,437.0,1.0
9276,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,437.0,438.0,1.0
9277,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,438.0,439.0,1.0
9278,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,439.0,440.0,1.0
9279,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,440.0,441.0,0.03
9280,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,441.0,442.0,0.0
9281,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,442.0,443.0,0.0
9282,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,443.0,444.0,0.0
9283,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,444.0,445.0,0.0
9284,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,445.0,446.0,0.0
9285,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,446.0,447.0,0.0
9286,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,447.0,448.0,0.0
9287,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,448.0,449.0,0.0
9288,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,449.0,450.0,0.0
9289,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,450.0,451.0,0.0
9290,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,451.0,452.0,0.0
9291,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,452.0,453.0,0.0
9292,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,453.0,454.0,0.0
9293,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,454.0,455.0,0.0
9294,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,455.0,456.0,0.0
9295,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,456.0,457.0,0.0
9296,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,457.0,458.0,0.0
9297,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,458.0,459.0,0.0
9298,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,459.0,460.0,0.0
9299,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,460.0,461.0,0.0
9300,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,461.0,462.0,0.0
9301,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,462.0,463.0,0.0
9302,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,463.0,464.0,0.0
9303,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,464.0,465.0,0.0
9304,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,465.0,466.0,0.0
9305,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,466.0,467.0,0.0
9306,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,467.0,468.0,0.0
9307,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,468.0,469.0,0.0
9308,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,469.0,470.0,0.0
9309,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,470.0,471.0,0.0
9310,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,471.0,472.0,0.0
9311,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,472.0,473.0,0.0
9312,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,473.0,474.0,0.0
9313,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,474.0,475.0,0.0
9314,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,475.0,476.0,0.0
9315,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,476.0,477.0,0.0
9316,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,477.0,478.0,0.0
9317,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,478.0,479.0,0.0
9318,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,479.0,480.0,0.0
9319,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,480.0,481.0,0.0
9320,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,481.0,482.0,0.0
9321,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,482.0,483.0,0.0
9322,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,483.0,484.0,0.0
9323,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,484.0,485.0,0.04
9324,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,485.0,486.0,1.0
9325,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,486.0,487.0,1.0
9326,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,487.0,488.0,1.0
9327,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,488.0,489.0,1.0
9328,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,489.0,490.0,1.0
9329,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,490.0,491.0,1.0
9330,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,491.0,492.0,1.0
9331,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,492.0,493.0,1.0
9332,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,493.0,494.0,1.0
9333,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,494.0,495.0,1.0
9334,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,495.0,496.0,1.0
9335,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,496.0,497.0,1.0
9336,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,497.0,498.0,1.0
9337,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,498.0,499.0,1.0
9338,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,499.0,500.0,0.94
9339,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,500.0,501.0,0.0
9340,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,501.0,502.0,0.0
9341,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,502.0,503.0,0.0
9342,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,503.0,504.0,0.0
9343,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,504.0,505.0,0.0
9344,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,505.0,506.0,0.0
9345,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,506.0,507.0,0.0
9346,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,507.0,508.0,0.0
9347,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,508.0,509.0,0.0
9348,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,509.0,510.0,0.0
9349,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,510.0,511.0,0.0
9350,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,511.0,512.0,0.0
9351,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,512.0,513.0,0.55
9352,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,513.0,514.0,1.0
9353,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,514.0,515.0,1.0
9354,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,515.0,516.0,1.0
9355,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,516.0,517.0,1.0
9356,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,517.0,518.0,1.0
9357,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,518.0,519.0,1.0
9358,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,519.0,520.0,1.0
9359,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,520.0,521.0,1.0
9360,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,521.0,522.0,1.0
9361,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,522.0,523.0,1.0
9362,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,523.0,524.0,1.0
9363,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,524.0,525.0,1.0
9364,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,525.0,526.0,1.0
9365,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,526.0,527.0,1.0
9366,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,527.0,528.0,1.0
9367,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,528.0,529.0,1.0
9368,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,529.0,530.0,0.95
9369,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,530.0,531.0,0.0
9370,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,531.0,532.0,0.0
9371,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,532.0,533.0,0.0
9372,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,533.0,534.0,0.0
9373,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,534.0,535.0,0.0
9374,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,535.0,536.0,0.0
9375,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,536.0,537.0,0.0
9376,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,537.0,538.0,0.0
9377,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,538.0,539.0,0.0
9378,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,539.0,540.0,0.0
9379,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,540.0,541.0,0.0
9380,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,541.0,542.0,0.0
9381,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,542.0,543.0,0.0
9382,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,543.0,544.0,0.0
9383,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,544.0,545.0,0.0
9384,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,545.0,546.0,0.0
9385,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,546.0,547.0,0.0
9386,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,547.0,548.0,0.0
9387,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,548.0,549.0,0.0
9388,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,549.0,550.0,0.0
9389,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,550.0,551.0,0.0
9390,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,551.0,552.0,0.0
9391,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,552.0,553.0,0.0
9392,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,553.0,554.0,0.0
9393,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,554.0,555.0,0.0
9394,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,555.0,556.0,0.0
9395,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,556.0,557.0,0.0
9396,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,557.0,558.0,0.0
9397,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,558.0,559.0,0.0
9398,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,559.0,560.0,0.0
9399,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,560.0,561.0,0.0
9400,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,561.0,562.0,0.0
9401,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,562.0,563.0,0.0
9402,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,563.0,564.0,0.0
9403,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,564.0,565.0,0.0
9404,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,565.0,566.0,0.0
9405,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,566.0,567.0,0.0
9406,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,567.0,568.0,0.0
9407,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,568.0,569.0,0.0
9408,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,569.0,570.0,0.05
9409,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,570.0,571.0,1.0
9410,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,571.0,572.0,1.0
9411,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,572.0,573.0,1.0
9412,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,573.0,574.0,1.0
9413,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,574.0,575.0,1.0
9414,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,575.0,576.0,1.0
9415,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,576.0,577.0,1.0
9416,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,577.0,578.0,0.44
9417,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,578.0,579.0,0.0
9418,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,579.0,580.0,0.0
9419,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,580.0,581.0,0.0
9420,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,581.0,582.0,0.0
9421,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,582.0,583.0,0.0
9422,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,583.0,584.0,0.0
9423,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,584.0,585.0,0.01
9424,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,585.0,586.0,1.0
9425,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,586.0,587.0,1.0
9426,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,587.0,588.0,0.46
9427,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,588.0,589.0,0.0
9428,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,589.0,590.0,0.0
9429,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,590.0,591.0,0.0
9430,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,591.0,592.0,0.0
9431,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,592.0,593.0,0.0
9432,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,593.0,594.0,0.0
9433,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,594.0,595.0,0.0
9434,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,595.0,596.0,0.0
9435,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,596.0,597.0,0.0
9436,Hive1_12_06_2018_QueenBee_H1_audio___15_00_00.wav,597.0,598.0,0.0
9437,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,0.0,1.0,0.0
9438,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,1.0,2.0,0.0
9439,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,2.0,3.0,0.0
9440,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,3.0,4.0,0.0
9441,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,4.0,5.0,0.0
9442,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,5.0,6.0,0.0
9443,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,6.0,7.0,0.0
9444,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,7.0,8.0,0.0
9445,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,8.0,9.0,0.0
9446,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,9.0,10.0,0.0
9447,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,10.0,11.0,0.0
9448,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,11.0,12.0,0.0
9449,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,12.0,13.0,0.0
9450,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,13.0,14.0,0.0
9451,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,14.0,15.0,0.0
9452,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,15.0,16.0,0.0
9453,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,16.0,17.0,0.0
9454,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,17.0,18.0,0.0
9455,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,18.0,19.0,0.0
9456,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,19.0,20.0,0.0
9457,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,20.0,21.0,0.0
9458,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,21.0,22.0,0.0
9459,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,22.0,23.0,0.0
9460,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,23.0,24.0,0.0
9461,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,24.0,25.0,0.0
9462,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,25.0,26.0,0.0
9463,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,26.0,27.0,0.0
9464,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,27.0,28.0,0.0
9465,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,28.0,29.0,0.0
9466,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,29.0,30.0,0.98
9467,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,30.0,31.0,1.0
9468,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,31.0,32.0,1.0
9469,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,32.0,33.0,1.0
9470,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,33.0,34.0,1.0
9471,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,34.0,35.0,0.02
9472,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,35.0,36.0,0.0
9473,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,36.0,37.0,0.0
9474,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,37.0,38.0,0.0
9475,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,38.0,39.0,0.0
9476,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,39.0,40.0,0.0
9477,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,40.0,41.0,0.0
9478,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,41.0,42.0,0.0
9479,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,42.0,43.0,0.47
9480,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,43.0,44.0,1.0
9481,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,44.0,45.0,1.0
9482,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,45.0,46.0,1.0
9483,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,46.0,47.0,1.0
9484,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,47.0,48.0,1.0
9485,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,48.0,49.0,1.0
9486,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,49.0,50.0,1.0
9487,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,50.0,51.0,1.0
9488,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,51.0,52.0,1.0
9489,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,52.0,53.0,0.48
9490,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,53.0,54.0,0.0
9491,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,54.0,55.0,0.0
9492,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,55.0,56.0,0.0
9493,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,56.0,57.0,0.0
9494,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,57.0,58.0,0.0
9495,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,58.0,59.0,0.0
9496,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,59.0,60.0,0.0
9497,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,60.0,61.0,0.0
9498,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,61.0,62.0,0.0
9499,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,62.0,63.0,0.0
9500,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,63.0,64.0,0.0
9501,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,64.0,65.0,0.0
9502,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,65.0,66.0,0.0
9503,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,66.0,67.0,0.0
9504,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,67.0,68.0,0.0
9505,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,68.0,69.0,0.0
9506,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,69.0,70.0,0.0
9507,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,70.0,71.0,0.0
9508,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,71.0,72.0,0.0
9509,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,72.0,73.0,0.0
9510,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,73.0,74.0,0.0
9511,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,74.0,75.0,0.0
9512,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,75.0,76.0,0.03
9513,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,76.0,77.0,1.0
9514,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,77.0,78.0,1.0
9515,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,78.0,79.0,1.0
9516,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,79.0,80.0,1.0
9517,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,80.0,81.0,1.0
9518,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,81.0,82.0,1.0
9519,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,82.0,83.0,1.0
9520,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,83.0,84.0,1.0
9521,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,84.0,85.0,1.0
9522,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,85.0,86.0,1.0
9523,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,86.0,87.0,1.0
9524,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,87.0,88.0,0.39
9525,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,88.0,89.0,0.0
9526,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,89.0,90.0,0.0
9527,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,90.0,91.0,0.0
9528,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,91.0,92.0,0.0
9529,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,92.0,93.0,0.0
9530,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,93.0,94.0,0.0
9531,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,94.0,95.0,0.0
9532,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,95.0,96.0,0.0
9533,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,96.0,97.0,0.0
9534,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,97.0,98.0,0.5
9535,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,98.0,99.0,1.0
9536,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,99.0,100.0,1.0
9537,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,100.0,101.0,1.0
9538,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,101.0,102.0,1.0
9539,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,102.0,103.0,1.0
9540,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,103.0,104.0,1.0
9541,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,104.0,105.0,1.0
9542,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,105.0,106.0,1.0
9543,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,106.0,107.0,1.0
9544,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,107.0,108.0,1.0
9545,Hive1_12_06_2018_QueenBee_H1_audio___15_10_00.wav,108.0,109.0,1.0
